date,settlement_date,action,fund_name,isin,symbol,quantity,price,amount,broker,portfolio_reference,raw_line
2024-05-29,2024-05-31,SELL,Xtrackers MSCI World Quality,IE00BL25JL35,IE00BL25JL35,0.054039,52.9247,2.86,World Quality,IP00843395,Xtrackers MSCI World Quality / ISIN Sell 0.054039 £52.9247 £2.86 29/05/24 31/05/24 Internal IE00BL25JL35 14:38:22 Counterparty
2024-05-29,2024-05-31,SELL,Xtrackers MSCI World Momentum,IE00BL25JP72,IE00BL25JP72,0.129987,50.2357,6.53,World Momentum,IP00843395,Xtrackers MSCI World Momentum / ISIN Sell 0.129987 £50.2357 £6.53 29/05/24 31/05/24 Internal IE00BL25JP72 14:38:22 Counterparty
2024-05-29,2024-05-31,SELL,Xtrackers MSCI World Value,IE00BL25JM42,IE00BL25JM42,0.002897,34.5184,0.1,Winterflood,IP00843395,Xtrackers MSCI World Value / ISIN Sell 0.002897 £34.5184 £0.10 29/05/24 31/05/24 Winterflood IE00BL25JM42 14:38:23
2024-05-29,2024-05-31,SELL,Vanguard FTSE Emerging Markets,IE00B3VVMM84,IE00B3VVMM84,0.502434,46.7723,23.5,Emerging Markets,IP00843395,Vanguard FTSE Emerging Markets / ISIN Sell 0.502434 £46.7723 £23.50 29/05/24 31/05/24 Internal IE00B3VVMM84 14:38:23 Counterparty
2024-05-29,2024-05-31,SELL,Xtrackers S&P 500,IE00BM67HX07,IE00BM67HX07,500.0,87.1534,603.55,Counterparty,IP00843395,Xtrackers S&P 500 / ISIN IE00BM67HX07 Sell 6.925145 £87.1534 £603.55 29/05/24 31/05/24 Internal 14:38:23 Counterparty
2024-05-29,2024-05-31,SELL,Xtrackers S&P Europe ex UK,IE00BGV5VM45,IE00BGV5VM45,0.119847,61.6619,7.39,Counterparty,IP00843395,Xtrackers S&P Europe ex UK / ISIN Sell 0.119847 £61.6619 £7.39 29/05/24 31/05/24 Internal IE00BGV5VM45 14:38:23 Counterparty
2024-06-25,2024-06-27,BUY,Xtrackers S&P Europe ex UK,IE00BGV5VM45,IE00BGV5VM45,0.642479,61.6362,39.6,Winterflood,IP00843395,Xtrackers S&P Europe ex UK / ISIN Buy 0.642479 £61.6362 £39.60 25/06/24 27/06/24 Winterflood IE00BGV5VM45 14:33:40
2024-06-25,2024-06-27,BUY,iShares MSCI World Small Cap,IE00BF4RFH31,IE00BF4RFH31,2.648721,5.5725,14.76,Winterflood,IP00843395,iShares MSCI World Small Cap / ISIN Buy 2.648721 £5.5725 £14.76 25/06/24 27/06/24 Winterflood IE00BF4RFH31 14:33:40
2024-06-25,2024-06-27,BUY,iShares FTSE 100,IE00B53HP851,IE00B53HP851,100.0,157.9398,9.96,Winterflood,IP00843395,iShares FTSE 100 / ISIN IE00B53HP851 Buy 0.063062 £157.9398 £9.96 25/06/24 27/06/24 Winterflood 14:33:40
2024-06-25,2024-06-27,BUY,iShares US Inflation-linked Bonds 0-5 Buy 2.084076 £4.7742 £9.95 25/06/24 27/06/24 Winterflood Years,IE00BDZVHB89,IE00BDZVHB89,0.0,4.7742,9.95,Winterflood,IP00843395,iShares US Inflation-linked Bonds 0-5 Buy 2.084076 £4.7742 £9.95 25/06/24 27/06/24 Winterflood Years / ISIN IE00BDZVHB89 14:33:41
2024-06-25,2024-06-27,BUY,"Amundi Smart Overnight Return GBP Buy 0.021940 £1,129.8997 £24.79 25/06/24 27/06/24 Winterflood Hedged",LU1230136894,LU1230136894,0.02194,1129.8997,24.79,Winterflood,IP00843395,"Amundi Smart Overnight Return GBP Buy 0.021940 £1,129.8997 £24.79 25/06/24 27/06/24 Winterflood Hedged / ISIN LU1230136894 14:33:41"
2024-06-25,2024-06-27,BUY,Xtrackers MSCI World Value,IE00BL25JM42,IE00BL25JM42,0.572257,34.5299,19.76,Winterflood,IP00843395,Xtrackers MSCI World Value / ISIN Buy 0.572257 £34.5299 £19.76 25/06/24 27/06/24 Winterflood IE00BL25JM42 14:33:41
2024-06-25,2024-06-27,BUY,Vanguard Global Aggregate Bonds,IE00BG47K971,IE00BG47K971,2.716322,24.0288,65.27,Winterflood,IP00843395,Vanguard Global Aggregate Bonds / ISIN Buy 2.716322 £24.0288 £65.27 25/06/24 27/06/24 Winterflood IE00BG47K971 14:33:41
2024-06-25,2024-06-27,BUY,Amundi FTSE Actuaries UK Gilts 0-5 Buy 2.046348 £17.0596 £34.91 25/06/24 27/06/24 Winterflood Years,LU1439943090,LU1439943090,0.0,17.0596,34.91,Winterflood,IP00843395,Amundi FTSE Actuaries UK Gilts 0-5 Buy 2.046348 £17.0596 £34.91 25/06/24 27/06/24 Winterflood Years / ISIN LU1439943090 14:33:41
2024-06-25,2024-06-27,BUY,Xtrackers MSCI World Momentum,IE00BL25JP72,IE00BL25JP72,0.296253,51.4087,15.23,Winterflood,IP00843395,Xtrackers MSCI World Momentum / ISIN Buy 0.296253 £51.4087 £15.23 25/06/24 27/06/24 Winterflood IE00BL25JP72 14:33:41
2024-06-25,2024-06-27,BUY,Xtrackers MSCI World Quality,IE00BL25JL35,IE00BL25JL35,0.37452,54.8168,20.53,Winterflood,IP00843395,Xtrackers MSCI World Quality / ISIN Buy 0.374520 £54.8168 £20.53 25/06/24 27/06/24 Winterflood IE00BL25JL35 14:33:41
2024-06-25,2024-06-27,BUY,SPDR S&P 500,IE00B6YX5C33,IE00B6YX5C33,500.0,430.2276,30.8,Winterflood,IP00843395,SPDR S&P 500 / ISIN IE00B6YX5C33 Buy 0.071590 £430.2276 £30.80 25/06/24 27/06/24 Winterflood 14:33:41
2024-06-25,2024-06-27,BUY,Xtrackers S&P 500,IE00BM67HX07,IE00BM67HX07,500.0,90.339,87.15,Winterflood,IP00843395,Xtrackers S&P 500 / ISIN IE00BM67HX07 Buy 0.964699 £90.3390 £87.15 25/06/24 27/06/24 Winterflood 14:33:41
2024-06-25,2024-06-27,BUY,iShares MSCI World Minimum Volatility Buy 0.410045 £49.7506 £20.40 25/06/24 27/06/24 Winterflood,IE00B8FHGS14,IE00B8FHGS14,0.410045,49.7506,20.4,Winterflood,IP00843395,iShares MSCI World Minimum Volatility Buy 0.410045 £49.7506 £20.40 25/06/24 27/06/24 Winterflood / ISIN IE00B8FHGS14 14:33:41
2024-06-25,2024-06-27,BUY,Vanguard FTSE Emerging Markets,IE00B3VVMM84,IE00B3VVMM84,0.739685,46.9388,34.72,Winterflood,IP00843395,Vanguard FTSE Emerging Markets / ISIN Buy 0.739685 £46.9388 £34.72 25/06/24 27/06/24 Winterflood IE00B3VVMM84 14:33:41
2024-06-25,2024-06-27,BUY,Lyxor Core UK Government Bond,LU1407892592,LU1407892592,0.629578,104.0538,65.51,Winterflood,IP00843395,Lyxor Core UK Government Bond / ISIN Buy 0.629578 £104.0538 £65.51 25/06/24 27/06/24 Winterflood LU1407892592 14:33:42
2024-06-26,2024-06-28,BUY,iShares US Inflation-linked Bonds 0-5 Buy 76.092448 £4.7701 £362.97 26/06/24 28/06/24 Winterflood Years,IE00BDZVHB89,IE00BDZVHB89,0.0,4.7701,362.97,Winterflood,IP00843395,iShares US Inflation-linked Bonds 0-5 Buy 76.092448 £4.7701 £362.97 26/06/24 28/06/24 Winterflood Years / ISIN IE00BDZVHB89 14:26:50
2024-06-26,2024-06-28,BUY,Xtrackers MSCI World Momentum,IE00BL25JP72,IE00BL25JP72,10.816358,51.6745,558.93,Winterflood,IP00843395,Xtrackers MSCI World Momentum / ISIN Buy 10.816358 £51.6745 £558.93 26/06/24 28/06/24 Winterflood IE00BL25JP72 14:26:50
2024-06-26,2024-06-28,BUY,Xtrackers MSCI World Value,IE00BL25JM42,IE00BL25JM42,20.891573,34.399,718.65,Winterflood,IP00843395,Xtrackers MSCI World Value / ISIN Buy 20.891573 £34.3990 £718.65 26/06/24 28/06/24 Winterflood IE00BL25JM42 14:26:50
2024-06-26,2024-06-28,BUY,"Amundi Smart Overnight Return GBP Buy 0.800986 £1,130.1445 £905.23 26/06/24 28/06/24 Winterflood Hedged",LU1230136894,LU1230136894,0.800986,1130.1445,905.23,Winterflood,IP00843395,"Amundi Smart Overnight Return GBP Buy 0.800986 £1,130.1445 £905.23 26/06/24 28/06/24 Winterflood Hedged / ISIN LU1230136894 14:26:50"
2024-06-26,2024-06-28,BUY,iShares MSCI World Small Cap,IE00BF4RFH31,IE00BF4RFH31,96.725241,5.5594,537.74,Winterflood,IP00843395,iShares MSCI World Small Cap / ISIN Buy 96.725241 £5.5594 £537.74 26/06/24 28/06/24 Winterflood IE00BF4RFH31 14:26:51
2024-06-26,2024-06-28,BUY,iShares MSCI World Minimum Volatility Buy 14.970886 £49.4893 £740.90 26/06/24 28/06/24 Winterflood,IE00B8FHGS14,IE00B8FHGS14,14.970886,49.4893,740.9,Winterflood,IP00843395,iShares MSCI World Minimum Volatility Buy 14.970886 £49.4893 £740.90 26/06/24 28/06/24 Winterflood / ISIN IE00B8FHGS14 14:26:51
2024-06-26,2024-06-28,BUY,SPDR S&P 500,IE00B6YX5C33,IE00B6YX5C33,500.0,431.7978,1128.72,Winterflood,IP00843395,"SPDR S&P 500 / ISIN IE00B6YX5C33 Buy 2.614001 £431.7978 £1,128.72 26/06/24 28/06/24 Winterflood 14:26:51"
2024-06-26,2024-06-28,BUY,Xtrackers MSCI World Quality,IE00BL25JL35,IE00BL25JL35,13.673931,54.8496,750.01,Winterflood,IP00843395,Xtrackers MSCI World Quality / ISIN Buy 13.673931 £54.8496 £750.01 26/06/24 28/06/24 Winterflood IE00BL25JL35 14:26:51
2024-06-26,2024-06-28,BUY,Lyxor Core UK Government Bond,LU1407892592,LU1407892592,22.982907,103.5782,2380.53,Winterflood,IP00843395,"Lyxor Core UK Government Bond / ISIN Buy 22.982907 £103.5782 £2,380.53 26/06/24 28/06/24 Winterflood LU1407892592 14:26:51"
2024-06-26,2024-06-28,BUY,Xtrackers S&P 500,IE00BM67HX07,IE00BM67HX07,500.0,90.3584,3182.05,Winterflood,IP00843395,"Xtrackers S&P 500 / ISIN IE00BM67HX07 Buy 35.215858 £90.3584 £3,182.05 26/06/24 28/06/24 Winterflood 14:26:51"
2024-06-26,2024-06-28,BUY,Vanguard FTSE Emerging Markets,IE00B3VVMM84,IE00B3VVMM84,27.005692,46.99,1269.0,Winterflood,IP00843395,"Vanguard FTSE Emerging Markets / ISIN Buy 27.005692 £46.9900 £1,269.00 26/06/24 28/06/24 Winterflood IE00B3VVMM84 14:26:52"
2024-06-26,2024-06-28,BUY,iShares FTSE 100,IE00B53HP851,IE00B53HP851,100.0,157.3744,362.47,Winterflood,IP00843395,iShares FTSE 100 / ISIN IE00B53HP851 Buy 2.303233 £157.3744 £362.47 26/06/24 28/06/24 Winterflood 14:26:52
2024-06-26,2024-06-28,BUY,Vanguard Global Aggregate Bonds,IE00BG47K971,IE00BG47K971,99.166806,23.9645,2376.49,Winterflood,IP00843395,"Vanguard Global Aggregate Bonds / ISIN Buy 99.166806 £23.9645 £2,376.49 26/06/24 28/06/24 Winterflood IE00BG47K971 14:26:52"
2024-06-26,2024-06-28,BUY,"Amundi FTSE Actuaries UK Gilts 0-5 Buy 74.709734 £17.0382 £1,272.92 26/06/24 28/06/24 Winterflood Years",LU1439943090,LU1439943090,0.0,17.0382,1272.92,Winterflood,IP00843395,"Amundi FTSE Actuaries UK Gilts 0-5 Buy 74.709734 £17.0382 £1,272.92 26/06/24 28/06/24 Winterflood Years / ISIN LU1439943090 14:26:53"
2024-06-26,2024-06-28,BUY,Xtrackers S&P Europe ex UK,IE00BGV5VM45,IE00BGV5VM45,23.454798,61.4991,1442.45,Winterflood,IP00843395,"Xtrackers S&P Europe ex UK / ISIN Buy 23.454798 £61.4991 £1,442.45 26/06/24 28/06/24 Winterflood IE00BGV5VM45 14:27:00"
2024-07-25,2024-07-29,BUY,Xtrackers S&P 500,IE00BM67HX07,IE00BM67HX07,500.0,89.8518,84.6,Winterflood,IP00843395,Xtrackers S&P 500 / ISIN IE00BM67HX07 Buy 0.941550 £89.8518 £84.60 25/07/24 29/07/24 Winterflood 14:48:54
2024-07-25,2024-07-29,BUY,Xtrackers MSCI World Quality,IE00BL25JL35,IE00BL25JL35,0.311597,52.5037,16.36,Winterflood,IP00843395,Xtrackers MSCI World Quality / ISIN Buy 0.311597 £52.5037 £16.36 25/07/24 29/07/24 Winterflood IE00BL25JL35 14:48:54
2024-07-25,2024-07-29,BUY,Xtrackers S&P Europe ex UK,IE00BGV5VM45,IE00BGV5VM45,0.616793,60.1498,37.1,Winterflood,IP00843395,Xtrackers S&P Europe ex UK / ISIN Buy 0.616793 £60.1498 £37.10 25/07/24 29/07/24 Winterflood IE00BGV5VM45 14:48:54
2024-07-25,2024-07-29,BUY,"Amundi Smart Overnight Return GBP Buy 0.022119 £1,135.2231 £25.11 25/07/24 29/07/24 Winterflood Hedged",LU1230136894,LU1230136894,0.022119,1135.2231,25.11,Winterflood,IP00843395,"Amundi Smart Overnight Return GBP Buy 0.022119 £1,135.2231 £25.11 25/07/24 29/07/24 Winterflood Hedged / ISIN LU1230136894 14:48:54"
2024-07-25,2024-07-29,BUY,Vanguard FTSE Emerging Markets,IE00B3VVMM84,IE00B3VVMM84,0.71773,45.9086,32.95,Winterflood,IP00843395,Vanguard FTSE Emerging Markets / ISIN Buy 0.717730 £45.9086 £32.95 25/07/24 29/07/24 Winterflood IE00B3VVMM84 14:48:54
2024-07-25,2024-07-29,BUY,SPDR S&P 500,IE00B6YX5C33,IE00B6YX5C33,500.0,421.3216,27.04,Winterflood,IP00843395,SPDR S&P 500 / ISIN IE00B6YX5C33 Buy 0.064179 £421.3216 £27.04 25/07/24 29/07/24 Winterflood 14:48:54
2024-07-25,2024-07-29,BUY,Lyxor Core UK Government Bond,LU1407892592,LU1407892592,0.698071,103.9865,72.59,Winterflood,IP00843395,Lyxor Core UK Government Bond / ISIN Buy 0.698071 £103.9865 £72.59 25/07/24 29/07/24 Winterflood LU1407892592 14:48:54
2024-07-25,2024-07-29,BUY,iShares US Inflation-linked Bonds 0-5 Buy 2.099776 £4.8005 £10.08 25/07/24 29/07/24 Winterflood Years,IE00BDZVHB89,IE00BDZVHB89,0.0,4.8005,10.08,Winterflood,IP00843395,iShares US Inflation-linked Bonds 0-5 Buy 2.099776 £4.8005 £10.08 25/07/24 29/07/24 Winterflood Years / ISIN IE00BDZVHB89 14:48:55
2024-07-25,2024-07-29,BUY,iShares MSCI World Small Cap,IE00BF4RFH31,IE00BF4RFH31,3.179711,5.7458,18.27,Winterflood,IP00843395,iShares MSCI World Small Cap / ISIN Buy 3.179711 £5.7458 £18.27 25/07/24 29/07/24 Winterflood IE00BF4RFH31 14:48:55
2024-07-25,2024-07-29,BUY,Xtrackers MSCI World Value,IE00BL25JM42,IE00BL25JM42,0.668213,34.6296,23.14,Winterflood,IP00843395,Xtrackers MSCI World Value / ISIN Buy 0.668213 £34.6296 £23.14 25/07/24 29/07/24 Winterflood IE00BL25JM42 14:48:55
2024-07-25,2024-07-29,BUY,iShares FTSE 100,IE00B53HP851,IE00B53HP851,100.0,156.326,10.6,Winterflood,IP00843395,iShares FTSE 100 / ISIN IE00B53HP851 Buy 0.067807 £156.3260 £10.60 25/07/24 29/07/24 Winterflood 14:48:55
2024-07-25,2024-07-29,BUY,Amundi FTSE Actuaries UK Gilts 0-5 Buy 2.063047 £17.1639 £35.41 25/07/24 29/07/24 Winterflood Years,LU1439943090,LU1439943090,0.0,17.1639,35.41,Winterflood,IP00843395,Amundi FTSE Actuaries UK Gilts 0-5 Buy 2.063047 £17.1639 £35.41 25/07/24 29/07/24 Winterflood Years / ISIN LU1439943090 14:48:55
2024-07-25,2024-07-29,BUY,Xtrackers MSCI World Momentum,IE00BL25JP72,IE00BL25JP72,0.186697,48.742,9.1,Winterflood,IP00843395,Xtrackers MSCI World Momentum / ISIN Buy 0.186697 £48.7420 £9.10 25/07/24 29/07/24 Winterflood IE00BL25JP72 14:48:55
2024-07-25,2024-07-29,BUY,Vanguard Global Aggregate Bonds,IE00BG47K971,IE00BG47K971,2.86898,24.2002,69.43,Winterflood,IP00843395,Vanguard Global Aggregate Bonds / ISIN Buy 2.868980 £24.2002 £69.43 25/07/24 29/07/24 Winterflood IE00BG47K971 14:48:55
2024-07-25,2024-07-29,BUY,iShares MSCI World Minimum Volatility Buy 0.425095 £50.1299 £21.31 25/07/24 29/07/24 Winterflood,IE00B8FHGS14,IE00B8FHGS14,0.425095,50.1299,21.31,Winterflood,IP00843395,iShares MSCI World Minimum Volatility Buy 0.425095 £50.1299 £21.31 25/07/24 29/07/24 Winterflood / ISIN IE00B8FHGS14 14:48:55
2024-08-27,2024-08-29,BUY,iShares FTSE 100,IE00B53HP851,IE00B53HP851,100.0,161.0109,9.76,Winterflood,IP00843395,iShares FTSE 100 / ISIN IE00B53HP851 Buy 0.060617 £161.0109 £9.76 27/08/24 29/08/24 Winterflood 14:22:20
2024-08-27,2024-08-29,BUY,Xtrackers MSCI World Momentum,IE00BL25JP72,IE00BL25JP72,0.282315,49.6962,14.03,Winterflood,IP00843395,Xtrackers MSCI World Momentum / ISIN Buy 0.282315 £49.6962 £14.03 27/08/24 29/08/24 Winterflood IE00BL25JP72 14:22:20
2024-08-27,2024-08-29,BUY,"Amundi Smart Overnight Return GBP Buy 0.021054 £1,140.4008 £24.01 27/08/24 29/08/24 Winterflood Hedged",LU1230136894,LU1230136894,0.021054,1140.4008,24.01,Winterflood,IP00843395,"Amundi Smart Overnight Return GBP Buy 0.021054 £1,140.4008 £24.01 27/08/24 29/08/24 Winterflood Hedged / ISIN LU1230136894 14:22:20"
2024-08-27,2024-08-29,BUY,Xtrackers MSCI World Value,IE00BL25JM42,IE00BL25JM42,0.550552,34.4018,18.94,Winterflood,IP00843395,Xtrackers MSCI World Value / ISIN Buy 0.550552 £34.4018 £18.94 27/08/24 29/08/24 Winterflood IE00BL25JM42 14:22:21
2024-08-27,2024-08-29,BUY,Xtrackers MSCI World Quality,IE00BL25JL35,IE00BL25JL35,0.358328,54.0287,19.36,Winterflood,IP00843395,Xtrackers MSCI World Quality / ISIN Buy 0.358328 £54.0287 £19.36 27/08/24 29/08/24 Winterflood IE00BL25JL35 14:22:22
2024-08-27,2024-08-29,BUY,Xtrackers S&P Europe ex UK,IE00BGV5VM45,IE00BGV5VM45,0.61607,60.6424,37.36,Winterflood,IP00843395,Xtrackers S&P Europe ex UK / ISIN Buy 0.616070 £60.6424 £37.36 27/08/24 29/08/24 Winterflood IE00BGV5VM45 14:22:23
2024-08-27,2024-08-29,BUY,Lyxor Core UK Government Bond,LU1407892592,LU1407892592,0.605215,105.5327,63.87,Lyxor Core,IP00843395,Lyxor Core UK Government Bond / ISIN Buy 0.605215 £105.5327 £63.87 27/08/24 29/08/24 Internal LU1407892592 14:22:23 Counterparty
2024-08-27,2024-08-29,BUY,iShares MSCI World Small Cap,IE00BF4RFH31,IE00BF4RFH31,2.5503,5.7326,14.62,World Small,IP00843395,iShares MSCI World Small Cap / ISIN Buy 2.550300 £5.7326 £14.62 27/08/24 29/08/24 Internal IE00BF4RFH31 14:22:23 Counterparty
2024-08-27,2024-08-29,BUY,Xtrackers S&P 500,IE00BM67HX07,IE00BM67HX07,500.0,92.9187,85.98,Counterparty,IP00843395,Xtrackers S&P 500 / ISIN IE00BM67HX07 Buy 0.925325 £92.9187 £85.98 27/08/24 29/08/24 Internal 14:22:23 Counterparty
2024-08-27,2024-08-29,BUY,iShares MSCI World Minimum Volatility Buy 0.393611 £51.6499 £20.33 27/08/24 29/08/24 Winterflood,IE00B8FHGS14,IE00B8FHGS14,0.393611,51.6499,20.33,Winterflood,IP00843395,iShares MSCI World Minimum Volatility Buy 0.393611 £51.6499 £20.33 27/08/24 29/08/24 Winterflood / ISIN IE00B8FHGS14 14:22:23
2024-08-27,2024-08-29,BUY,Vanguard FTSE Emerging Markets,IE00B3VVMM84,IE00B3VVMM84,0.709513,46.0033,32.64,Winterflood,IP00843395,Vanguard FTSE Emerging Markets / ISIN Buy 0.709513 £46.0033 £32.64 27/08/24 29/08/24 Winterflood IE00B3VVMM84 14:22:23
2024-08-27,2024-08-29,BUY,SPDR S&P 500,IE00B6YX5C33,IE00B6YX5C33,500.0,424.6755,29.12,Counterparty,IP00843395,SPDR S&P 500 / ISIN IE00B6YX5C33 Buy 0.068570 £424.6755 £29.12 27/08/24 29/08/24 Internal 14:22:24 Counterparty
2024-08-27,2024-08-29,BUY,Vanguard Global Aggregate Bonds,IE00BG47K971,IE00BG47K971,2.608978,24.6993,64.44,Winterflood,IP00843395,Vanguard Global Aggregate Bonds / ISIN Buy 2.608978 £24.6993 £64.44 27/08/24 29/08/24 Winterflood IE00BG47K971 14:22:24
2024-08-27,2024-08-29,BUY,iShares US Inflation-linked Bonds 0-5 Buy 2.000000 £4.8450 £9.69 27/08/24 29/08/24 Winterflood Years,IE00BDZVHB89,IE00BDZVHB89,0.0,4.845,9.69,Winterflood,IP00843395,iShares US Inflation-linked Bonds 0-5 Buy 2.000000 £4.8450 £9.69 27/08/24 29/08/24 Winterflood Years / ISIN IE00BDZVHB89 14:22:25
2024-08-27,2024-08-29,BUY,Amundi FTSE Actuaries UK Gilts 0-5 Buy 1.964048 £17.2500 £33.88 27/08/24 29/08/24 Winterflood Years,LU1439943090,LU1439943090,0.0,17.25,33.88,Winterflood,IP00843395,Amundi FTSE Actuaries UK Gilts 0-5 Buy 1.964048 £17.2500 £33.88 27/08/24 29/08/24 Winterflood Years / ISIN LU1439943090 14:22:25
2024-09-10,2024-09-12,BUY,iShares FTSE 100,IE00B53HP851,IE00B53HP851,100.0,158.6214,4.17,None,IP00843395,iShares FTSE 100 / ISIN IE00B53HP851 Buy 0.026289 £158.6214 £4.17 10/09/24 12/09/24 None 11:49:09
2024-09-10,2024-09-12,BUY,Xtrackers MSCI World Momentum,IE00BL25JP72,IE00BL25JP72,1.391953,47.674,66.36,World Momentum,IP00843395,Xtrackers MSCI World Momentum / ISIN Buy 1.391953 £47.6740 £66.36 10/09/24 12/09/24 None IE00BL25JP72 11:49:09
2024-09-10,2024-09-12,BUY,Xtrackers MSCI World Quality,IE00BL25JL35,IE00BL25JL35,0.51842,52.8914,27.42,World Quality,IP00843395,Xtrackers MSCI World Quality / ISIN Buy 0.518420 £52.8914 £27.42 10/09/24 12/09/24 None IE00BL25JL35 11:49:09
2024-09-10,2024-09-12,BUY,SPDR S&P 500,IE00B6YX5C33,IE00B6YX5C33,500.0,418.6832,23.53,None,IP00843395,SPDR S&P 500 / ISIN IE00B6YX5C33 Buy 0.056200 £418.6832 £23.53 10/09/24 12/09/24 None 11:49:09
2024-09-10,2024-09-12,BUY,Xtrackers MSCI World Value,IE00BL25JM42,IE00BL25JM42,1.266558,33.8792,42.91,World Value,IP00843395,Xtrackers MSCI World Value / ISIN Buy 1.266558 £33.8792 £42.91 10/09/24 12/09/24 None IE00BL25JM42 11:49:09
2024-09-10,2024-09-12,BUY,Lyxor Core UK Government Bond,LU1407892592,LU1407892592,1.856929,106.7084,198.15,Lyxor Core,IP00843395,Lyxor Core UK Government Bond / ISIN Buy 1.856929 £106.7084 £198.15 10/09/24 12/09/24 None LU1407892592 11:49:10
2024-09-10,2024-09-12,BUY,"Amundi Smart Overnight Return GBP Buy 0.007762 £1,142.7467 £8.87 10/09/24 12/09/24 None Hedged",LU1230136894,LU1230136894,0.007762,1142.7467,8.87,Amundi Smart,IP00843395,"Amundi Smart Overnight Return GBP Buy 0.007762 £1,142.7467 £8.87 10/09/24 12/09/24 None Hedged / ISIN LU1230136894 11:49:10"
2024-09-10,2024-09-12,BUY,Xtrackers S&P Europe ex UK,IE00BGV5VM45,IE00BGV5VM45,2.184571,59.4121,129.79,Unknown,IP00843395,Xtrackers S&P Europe ex UK / ISIN Buy 2.184571 £59.4121 £129.79 10/09/24 12/09/24 None IE00BGV5VM45 11:49:10
2024-09-10,2024-09-12,SELL,iShares US Inflation-linked Bonds 0-5 Sell 0.339908 £4.8542 £1.65 10/09/24 12/09/24 None Years,IE00BDZVHB89,IE00BDZVHB89,0.0,4.8542,1.65,None Years,IP00843395,iShares US Inflation-linked Bonds 0-5 Sell 0.339908 £4.8542 £1.65 10/09/24 12/09/24 None Years / ISIN IE00BDZVHB89 11:49:19
2024-09-10,2024-09-12,BUY,iShares MSCI World Small Cap,IE00BF4RFH31,IE00BF4RFH31,2.992929,5.5965,16.75,World Small,IP00843395,iShares MSCI World Small Cap / ISIN Buy 2.992929 £5.5965 £16.75 10/09/24 12/09/24 None IE00BF4RFH31 11:49:19
2024-09-10,2024-09-12,SELL,Vanguard FTSE Emerging Markets,IE00B3VVMM84,IE00B3VVMM84,43.534541,45.2838,1971.41,Emerging Markets,IP00843395,"Vanguard FTSE Emerging Markets / ISIN Sell 43.534541 £45.2838 £1,971.41 10/09/24 12/09/24 None IE00B3VVMM84 11:49:19"
2024-09-10,2024-09-12,SELL,Xtrackers S&P 500,IE00BM67HX07,IE00BM67HX07,500.0,90.5249,89.08,None,IP00843395,Xtrackers S&P 500 / ISIN IE00BM67HX07 Sell 0.984038 £90.5249 £89.08 10/09/24 12/09/24 None 11:49:19
2024-09-10,2024-09-12,SELL,iShares MSCI World Minimum Volatility Sell 1.352207 £52.1074 £70.46 10/09/24 12/09/24 None,IE00B8FHGS14,IE00B8FHGS14,1.352207,52.1074,70.46,World Minimum,IP00843395,iShares MSCI World Minimum Volatility Sell 1.352207 £52.1074 £70.46 10/09/24 12/09/24 None / ISIN IE00B8FHGS14 11:49:20
2024-09-10,2024-09-12,SELL,Amundi FTSE Actuaries UK Gilts 0-5 Sell 0.582468 £17.3228 £10.09 10/09/24 12/09/24 None Years,LU1439943090,LU1439943090,0.0,17.3228,10.09,None Years,IP00843395,Amundi FTSE Actuaries UK Gilts 0-5 Sell 0.582468 £17.3228 £10.09 10/09/24 12/09/24 None Years / ISIN LU1439943090 11:49:26
2024-09-10,2024-09-12,BUY,Unknown Fund,IE00BKM4GZ66,IE00BKM4GZ66,80.511034,25.8758,2083.29,Emerging Markets,IP00843395,"iShares MSCI Emerging Markets IMI / Buy 80.511034 £25.8758 £2,083.29 10/09/24 12/09/24 None ISIN IE00BKM4GZ66 11:49:26"
2024-09-10,2024-09-12,SELL,Vanguard Global Aggregate Bonds,IE00BG47K971,IE00BG47K971,4.852176,24.8548,120.6,Vanguard Global,IP00843395,Vanguard Global Aggregate Bonds / ISIN Sell 4.852176 £24.8548 £120.60 10/09/24 12/09/24 None IE00BG47K971 11:54:26
2024-09-25,2024-09-27,BUY,iShares FTSE 100,IE00B53HP851,IE00B53HP851,100.0,159.3088,16.65,None,IP00843395,iShares FTSE 100 / ISIN IE00B53HP851 Buy 0.104514 £159.3088 £16.65 25/09/24 27/09/24 None 14:29:00
2024-09-25,2024-09-27,BUY,iShares US Inflation-linked Bonds 0-5 Buy 3.001685 £4.8972 £14.70 25/09/24 27/09/24 None Years,IE00BDZVHB89,IE00BDZVHB89,0.0,4.8972,14.7,None Years,IP00843395,iShares US Inflation-linked Bonds 0-5 Buy 3.001685 £4.8972 £14.70 25/09/24 27/09/24 None Years / ISIN IE00BDZVHB89 14:29:01
2024-09-25,2024-09-27,BUY,Xtrackers MSCI World Quality,IE00BL25JL35,IE00BL25JL35,0.343256,53.8082,18.47,World Quality,IP00843395,Xtrackers MSCI World Quality / ISIN Buy 0.343256 £53.8082 £18.47 25/09/24 27/09/24 None IE00BL25JL35 14:29:01
2024-09-25,2024-09-27,BUY,iShares MSCI World Small Cap,IE00BF4RFH31,IE00BF4RFH31,0.369727,5.761,2.13,World Small,IP00843395,iShares MSCI World Small Cap / ISIN Buy 0.369727 £5.7610 £2.13 25/09/24 27/09/24 None IE00BF4RFH31 14:29:01
